timestamp,state,event_type,event_details,ram_usage_mb
2025-06-04 16:01:03,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:01:04,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:01:05,working_normal,SAMPLED_STATE,,1008.14
2025-06-04 16:01:06,working_normal,WORKLOAD_END,"type:normal,size:5000,duration:7.12s",
2025-06-04 16:01:06,idle,SAMPLED_STATE,,54.48
2025-06-04 16:01:07,idle,SAMPLED_STATE,,54.48
2025-06-04 16:01:08,idle,SAMPLED_STATE,,54.48
2025-06-04 16:01:09,idle,SAMPLED_STATE,,54.48
2025-06-04 16:01:10,working_normal,WORKLOAD_START,"type:normal,size:3500",
2025-06-04 16:01:10,working_normal,SAMPLED_STATE,,521.68
2025-06-04 16:01:11,working_normal,SAMPLED_STATE,,521.68
2025-06-04 16:01:12,working_normal,WORKLOAD_END,"type:normal,size:3500,duration:2.80s",
2025-06-04 16:01:13,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:14,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:15,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:16,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:16,working_normal,WORKLOAD_START,"type:normal,size:3500",
2025-06-04 16:01:17,working_normal,SAMPLED_STATE,,428.14
2025-06-04 16:01:18,working_normal,SAMPLED_STATE,,521.60
2025-06-04 16:01:19,working_normal,SAMPLED_STATE,,521.60
2025-06-04 16:01:19,working_normal,WORKLOAD_END,"type:normal,size:3500,duration:2.55s",
2025-06-04 16:01:20,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:21,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:22,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:23,idle,SAMPLED_STATE,,54.41
2025-06-04 16:01:23,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 16:01:24,working_normal,SAMPLED_STATE,,672.39
2025-06-04 16:01:25,working_normal,SAMPLED_STATE,,826.99
2025-06-04 16:01:26,working_normal,SAMPLED_STATE,,826.98
2025-06-04 16:01:27,working_normal,SAMPLED_STATE,,826.98
2025-06-04 16:01:28,working_normal,SAMPLED_STATE,,826.98
2025-06-04 16:01:28,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.39s",
2025-06-04 16:01:29,idle,SAMPLED_STATE,,54.54
2025-06-04 16:01:30,idle,SAMPLED_STATE,,54.54
2025-06-04 16:01:31,idle,SAMPLED_STATE,,54.54
2025-06-04 16:01:32,idle,SAMPLED_STATE,,54.54
2025-06-04 16:01:32,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 16:01:33,working_normal,SAMPLED_STATE,,672.51
2025-06-04 16:01:34,working_normal,SAMPLED_STATE,,826.98
2025-06-04 16:01:35,working_normal,SAMPLED_STATE,,826.98
2025-06-04 16:01:36,working_normal,SAMPLED_STATE,,827.00
2025-06-04 16:01:37,working_normal,SAMPLED_STATE,,827.00
2025-06-04 16:01:38,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.27s",
2025-06-04 16:01:38,idle,SAMPLED_STATE,,54.57
2025-06-04 16:01:39,idle,SAMPLED_STATE,,54.57
2025-06-04 16:01:40,idle,SAMPLED_STATE,,54.57
2025-06-04 16:01:41,idle,SAMPLED_STATE,,54.57
2025-06-04 16:01:42,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-04 16:01:42,working_normal,SAMPLED_STATE,,329.12
2025-06-04 16:01:43,working_normal,SAMPLED_STATE,,397.67
2025-06-04 16:01:44,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.81s",
2025-06-04 16:01:44,idle,SAMPLED_STATE,,54.45
2025-06-04 16:01:45,idle,SAMPLED_STATE,,54.45
2025-06-04 16:01:46,idle,SAMPLED_STATE,,54.45
2025-06-04 16:01:47,idle,SAMPLED_STATE,,54.45
2025-06-04 16:01:48,working_normal,WORKLOAD_START,"type:normal,size:3500",
2025-06-04 16:01:48,working_normal,SAMPLED_STATE,,428.18
2025-06-04 16:01:49,working_normal,SAMPLED_STATE,,521.53
2025-06-04 16:01:50,working_normal,SAMPLED_STATE,,521.53
2025-06-04 16:01:50,working_normal,WORKLOAD_END,"type:normal,size:3500,duration:2.63s",
2025-06-04 16:01:51,idle,SAMPLED_STATE,,54.34
2025-06-04 16:01:52,idle,SAMPLED_STATE,,54.34
2025-06-04 16:01:53,idle,SAMPLED_STATE,,54.34
2025-06-04 16:01:54,working_normal,WORKLOAD_START,"type:normal,size:5000",
2025-06-04 16:01:54,working_normal,SAMPLED_STATE,,817.26
2025-06-04 16:01:55,working_normal,SAMPLED_STATE,,817.26
2025-06-04 16:01:56,working_normal,SAMPLED_STATE,,1008.12
2025-06-04 16:01:57,working_normal,SAMPLED_STATE,,1008.12
2025-06-04 16:01:58,working_normal,SAMPLED_STATE,,1008.12
2025-06-04 16:01:59,working_normal,SAMPLED_STATE,,1008.08
2025-06-04 16:02:00,working_normal,SAMPLED_STATE,,1008.17
2025-06-04 16:02:01,working_normal,WORKLOAD_END,"type:normal,size:5000,duration:7.04s",
2025-06-04 16:02:02,idle,SAMPLED_STATE,,54.51
2025-06-04 16:02:03,idle,SAMPLED_STATE,,54.51
